date_submitted,la_code,ward_code,artist_age_group,artwork_medium,source
2022-10-04,E08000036,E05001463,30-34,photo,media
2022-10-04,E08000036,E05001464,under16,photo,leeds2023Event
2022-10-04,NOT_PROVIDED,NOT_PROVIDED,16-19,photo,leeds2023Event
2022-10-04,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-04,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-04,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-04,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-04,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-10-04,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-10-05,E06000001,E05013043,30-34,photo,throughCulturalOrArtsOrg
2022-10-05,E07000107,E05012399,35-39,photo,throughCulturalOrArtsOrg
2022-10-05,E08000035,E05011387,under16,photo,communityEventOrOrg
2022-10-05,E08000035,E05011399,30-34,photo,leeds2023SocialMedia
2022-10-05,E08000035,E05011403,35-39,media,leeds2023SocialMedia
2022-10-05,E08000035,E05011407,25-29,photo,advertising
2022-10-05,E08000035,E05011407,50-54,photo,media
2022-10-05,E08000035,E05011413,under16,photo,media
2022-10-05,E08000035,E05011413,under16,photo,media
2022-10-05,E08000035,E05011547,20-24,photo,leeds2023Website
2022-10-05,E08000035,E05011547,25-29,photo,recommendedByFriendOrFamily
2022-10-06,E08000034,E05001392,16-19,photo,throughCollegeOrUniversity
2022-10-06,E08000034,E05001400,30-34,photo,leeds2023SocialMedia
2022-10-06,E08000035,E05011397,20-24,photo,throughCollegeOrUniversity
2022-10-06,E08000035,E05011397,35-39,photo,other
2022-10-06,E08000035,E05011411,70-74,photo,leeds2023Event
2022-10-06,UNKNOWN,UNKNOWN,50-54,photo,other
2022-10-07,E08000035,E05011390,30-34,photo,recommendedByFriendOrFamily
2022-10-07,E08000035,E05011410,30-34,photo,leeds2023SocialMedia
2022-10-07,E08000035,E05011411,60-64,photo,workplace
2022-10-07,E08000035,E05011413,30-34,photo,throughCollegeOrUniversity
2022-10-07,E08000035,E05012648,16-19,photo,throughCollegeOrUniversity
2022-10-08,E08000034,E05001401,50-54,photo,throughCulturalOrArtsOrg
2022-10-08,E08000035,E05011385,under16,photo,leeds2023Event
2022-10-08,E08000035,E05012648,50-54,photo,leeds2023SocialMedia
2022-10-08,E08000035,E05012842,40-44,photo,leeds2023SocialMedia
2022-10-09,E08000021,E05011447,under16,photo,recommendedByFriendOrFamily
2022-10-09,E08000032,E05001353,65-69,photo,leeds2023Website
2022-10-09,E08000035,E05011384,under16,photo,leeds2023SocialMedia
2022-10-09,E08000035,E05011384,under16,photo,leeds2023SocialMedia
2022-10-09,E08000035,E05011384,under16,photo,leeds2023SocialMedia
2022-10-09,E08000035,E05011397,45-49,photo,other
2022-10-09,E08000035,E05011406,55-59,photo,advertising
2022-10-09,E08000035,E05011406,55-59,photo,advertising
2022-10-09,E08000035,E05011547,under16,photo,communityEventOrOrg
2022-10-09,UNKNOWN,UNKNOWN,under16,photo,media
2022-10-10,E07000165,E05011312,25-29,photo,recommendedByFriendOrFamily
2022-10-10,E07000166,E05012365,45-49,photo,media
2022-10-10,E07000166,E05012365,under16,photo,media
2022-10-10,E08000003,E05011350,40-44,photo,workplace
2022-10-10,E08000022,E05001128,40-44,photo,media
2022-10-10,E08000032,E05001343,60-64,photo,media
2022-10-10,E08000032,E05001353,35-39,media,leeds2023Event
2022-10-10,E08000034,E05008559,40-44,photo,throughCulturalOrArtsOrg
2022-10-10,E08000035,E05011388,45-49,photo,leeds2023SocialMedia
2022-10-10,E08000035,E05011390,50-54,photo,leeds2023SocialMedia
2022-10-10,E08000035,E05011394,25-29,media,throughCollegeOrUniversity
2022-10-10,E08000035,E05011403,35-39,photo,throughCollegeOrUniversity
2022-10-10,E08000035,E05011410,30-34,photo,leeds2023Event
2022-10-10,E08000035,E05012647,25-29,photo,media
2022-10-10,E08000035,E05012842,75-79,photo,recommendedByFriendOrFamily
2022-10-10,E08000035,E05013831,35-39,photo,leeds2023SocialMedia
2022-10-11,E07000211,E05012873,under16,photo,media
2022-10-11,E08000003,E05011375,60-64,photo,leeds2023SocialMedia
2022-10-11,E08000016,E05000989,30-34,media,media
2022-10-11,E08000032,E05001369,under16,photo,other
2022-10-11,E08000033,E05001373,45-49,photo,throughCulturalOrArtsOrg
2022-10-11,E08000035,E05011390,50-54,photo,leeds2023SocialMedia
2022-10-11,E08000035,E05011397,35-39,media,workplace
2022-10-11,E08000035,E05011399,30-34,photo,recommendedByFriendOrFamily
2022-10-11,E08000035,E05011399,55-59,photo,leeds2023Event
2022-10-11,E08000035,E05011405,50-54,photo,leeds2023Event
2022-10-11,E08000035,E05011405,55-59,media,leeds2023SocialMedia
2022-10-11,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-11,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-11,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-11,E08000035,E05011411,under16,photo,workplace
2022-10-11,E08000035,E05011547,55-59,photo,leeds2023SocialMedia
2022-10-11,E08000035,E05012648,25-29,photo,leeds2023Event
2022-10-11,E08000035,E05012841,55-59,photo,leeds2023Website
2022-10-11,E08000035,E05012841,unspecified,photo,leeds2023Event
2022-10-11,E08000035,E05013831,50-54,photo,leeds2023SocialMedia
2022-10-11,E08000036,E05001464,under16,photo,leeds2023Event
2022-10-11,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-11,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-11,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-11,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-11,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-11,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-12,E08000010,E05000849,20-24,photo,throughCollegeOrUniversity
2022-10-12,E08000034,E05001400,30-34,photo,throughCollegeOrUniversity
2022-10-12,E08000035,E05011389,40-44,photo,leeds2023SocialMedia
2022-10-12,E08000035,E05011389,55-59,photo,leeds2023SocialMedia
2022-10-12,E08000035,E05011390,25-29,photo,leeds2023SocialMedia
2022-10-12,E08000035,E05011395,60-64,photo,media
2022-10-12,E08000035,E05011397,60-64,photo,leeds2023Website
2022-10-12,E08000035,E05011403,30-34,photo,leeds2023Event
2022-10-12,E08000035,E05011404,65-69,photo,leeds2023SocialMedia
2022-10-12,E08000035,E05011406,16-19,photo,throughCollegeOrUniversity
2022-10-12,E08000035,E05011411,65-69,photo,recommendedByFriendOrFamily
2022-10-12,E08000035,E05011547,30-34,photo,throughCollegeOrUniversity
2022-10-12,E08000035,E05012648,70-74,photo,communityEventOrOrg
2022-10-12,E08000035,E05012841,16-19,photo,throughSchool
2022-10-12,E08000036,E05001446,30-34,photo,workplace
2022-10-12,E08000036,E05001462,50-54,photo,leeds2023Website
2022-10-12,NOT_PROVIDED,NOT_PROVIDED,55-59,photo,communityEventOrOrg
2022-10-13,E07000163,E05009667,30-34,photo,throughCollegeOrUniversity
2022-10-13,E08000003,E05011379,25-29,photo,recommendedByFriendOrFamily
2022-10-13,E08000033,E05001377,55-59,photo,workplace
2022-10-13,E08000034,E05001392,50-54,photo,recommendedByFriendOrFamily
2022-10-13,E08000035,E05011388,20-24,photo,leeds2023Event
2022-10-13,E08000035,E05011391,35-39,photo,leeds2023Event
2022-10-13,E08000035,E05011391,35-39,photo,leeds2023Event
2022-10-13,E08000035,E05011391,35-39,photo,workplace
2022-10-13,E08000035,E05011397,20-24,photo,leeds2023Event
2022-10-13,E08000035,E05011397,25-29,photo,recommendedByFriendOrFamily
2022-10-13,E08000035,E05011399,20-24,photo,communityEventOrOrg
2022-10-13,E08000035,E05011399,25-29,photo,media
2022-10-13,E08000035,E05011399,30-34,photo,workplace
2022-10-13,E08000035,E05011399,40-44,photo,communityEventOrOrg
2022-10-13,E08000035,E05011399,unspecified,photo,communityEventOrOrg
2022-10-13,E08000035,E05011399,unspecified,photo,communityEventOrOrg
2022-10-13,E08000035,E05011399,unspecified,photo,communityEventOrOrg
2022-10-13,E08000035,E05011402,25-29,photo,workplace
2022-10-13,E08000035,E05011403,40-44,photo,recommendedByFriendOrFamily
2022-10-13,E08000035,E05011405,25-29,photo,workplace
2022-10-13,E08000035,E05011405,55-59,photo,communityEventOrOrg
2022-10-13,E08000035,E05011405,55-59,photo,communityEventOrOrg
2022-10-13,E08000035,E05011405,unspecified,photo,other
2022-10-13,E08000035,E05011413,25-29,photo,leeds2023SocialMedia
2022-10-13,E08000035,E05011549,35-39,photo,media
2022-10-13,E08000035,E05011549,under16,media,media
2022-10-13,E08000035,E05011549,under16,photo,media
2022-10-13,E08000035,E05012647,25-29,photo,workplace
2022-10-13,NOT_PROVIDED,NOT_PROVIDED,50-54,photo,workplace
2022-10-13,UNKNOWN,UNKNOWN,30-34,photo,communityEventOrOrg
2022-10-14,E06000011,E05001694,55-59,photo,leeds2023SocialMedia
2022-10-14,E08000033,E05001372,35-39,photo,leeds2023Event
2022-10-14,E08000035,E05011385,under16,photo,leeds2023Event
2022-10-14,E08000035,E05011387,20-24,photo,communityEventOrOrg
2022-10-14,E08000035,E05011387,35-39,photo,leeds2023Event
2022-10-14,E08000035,E05011387,under16,photo,leeds2023Event
2022-10-14,E08000035,E05011388,50-54,photo,media
2022-10-14,E08000035,E05011390,55-59,photo,recommendedByFriendOrFamily
2022-10-14,E08000035,E05011394,25-29,photo,leeds2023Website
2022-10-14,E08000035,E05011396,20-24,photo,workplace
2022-10-14,E08000035,E05011397,40-44,photo,leeds2023SocialMedia
2022-10-14,E08000035,E05011399,35-39,photo,leeds2023Event
2022-10-14,E08000035,E05011399,under16,photo,leeds2023Event
2022-10-14,E08000035,E05011402,65-69,photo,leeds2023SocialMedia
2022-10-14,E08000035,E05011405,20-24,media,recommendedByFriendOrFamily
2022-10-14,E08000035,E05011405,60-64,photo,leeds2023SocialMedia
2022-10-14,E08000035,E05011547,45-49,photo,media
2022-10-14,E08000035,E05011547,under16,photo,leeds2023Event
2022-10-14,E08000035,E05012647,20-24,photo,communityEventOrOrg
2022-10-14,E08000035,E05012647,under16,photo,leeds2023Event
2022-10-14,E08000035,E05012841,25-29,photo,advertising
2022-10-14,E08000035,E05013831,40-44,photo,throughCulturalOrArtsOrg
2022-10-15,E06000012,E05001713,under16,photo,leeds2023Event
2022-10-15,E07000165,E05011329,under16,photo,leeds2023SocialMedia
2022-10-15,E07000165,E05011329,under16,photo,leeds2023SocialMedia
2022-10-15,E08000032,E05001352,under16,photo,media
2022-10-15,E08000032,E05001369,50-54,photo,leeds2023SocialMedia
2022-10-15,E08000034,E05001403,35-39,photo,leeds2023Event
2022-10-15,E08000035,E05011406,under16,photo,leeds2023Event
2022-10-15,E08000035,E05011410,45-49,photo,other
2022-10-15,E08000035,E05011411,50-54,photo,leeds2023SocialMedia
2022-10-15,E08000035,E05011411,60-64,photo,leeds2023SocialMedia
2022-10-15,E08000035,E05012648,20-24,photo,media
2022-10-15,E08000035,E05012841,65-69,photo,leeds2023SocialMedia
2022-10-15,E08000035,E05012841,65-69,photo,recommendedByFriendOrFamily
2022-10-15,NOT_PROVIDED,NOT_PROVIDED,25-29,photo,leeds2023SocialMedia
2022-10-15,NOT_PROVIDED,NOT_PROVIDED,50-54,media,communityEventOrOrg
2022-10-16,E08000019,E05010884,30-34,photo,recommendedByFriendOrFamily
2022-10-16,E08000032,E05001353,50-54,photo,recommendedByFriendOrFamily
2022-10-16,E08000035,E05011390,65-69,photo,leeds2023SocialMedia
2022-10-16,E08000035,E05011394,60-64,photo,recommendedByFriendOrFamily
2022-10-16,E08000035,E05011397,20-24,photo,leeds2023SocialMedia
2022-10-16,E08000035,E05011397,20-24,photo,recommendedByFriendOrFamily
2022-10-16,E08000035,E05011397,45-49,photo,recommendedByFriendOrFamily
2022-10-16,E08000035,E05011397,50-54,photo,recommendedByFriendOrFamily
2022-10-16,E08000035,E05011402,60-64,photo,leeds2023SocialMedia
2022-10-16,E08000035,E05011403,16-19,photo,communityEventOrOrg
2022-10-16,E08000035,E05011405,under16,photo,leeds2023Event
2022-10-16,E08000035,E05011407,45-49,photo,leeds2023SocialMedia
2022-10-16,E08000035,E05011410,45-49,photo,leeds2023Website
2022-10-16,E08000035,E05011411,under16,photo,advertising
2022-10-16,E08000035,E05012648,16-19,photo,throughCollegeOrUniversity
2022-10-16,E08000036,E05001458,60-64,photo,leeds2023SocialMedia
2022-10-17,E06000010,E05011529,20-24,photo,recommendedByFriendOrFamily
2022-10-17,E07000169,E05010048,unspecified,photo,leeds2023Event
2022-10-17,E08000032,E05001351,40-44,photo,leeds2023Event
2022-10-17,E08000032,E05001361,unspecified,photo,leeds2023Event
2022-10-17,E08000032,E05001370,under16,photo,leeds2023Event
2022-10-17,E08000033,E05001381,30-34,photo,leeds2023Event
2022-10-17,E08000034,E05001390,under16,photo,leeds2023Event
2022-10-17,E08000034,E05001390,under16,photo,leeds2023Event
2022-10-17,E08000034,E05001398,unspecified,photo,leeds2023Event
2022-10-17,E08000034,E05001408,under16,photo,leeds2023Event
2022-10-17,E08000035,E05011384,under16,photo,leeds2023Event
2022-10-17,E08000035,E05011385,20-24,photo,leeds2023Event
2022-10-17,E08000035,E05011389,25-29,photo,throughCollegeOrUniversity
2022-10-17,E08000035,E05011389,30-34,photo,leeds2023Event
2022-10-17,E08000035,E05011389,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011390,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011394,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011397,20-24,photo,advertising
2022-10-17,E08000035,E05011399,under16,photo,leeds2023Event
2022-10-17,E08000035,E05011402,35-39,photo,leeds2023Event
2022-10-17,E08000035,E05011403,20-24,photo,throughCollegeOrUniversity
2022-10-17,E08000035,E05011405,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011407,under16,photo,leeds2023Event
2022-10-17,E08000035,E05011407,unspecified,photo,leeds2023Event
2022-10-17,E08000035,E05011547,55-59,photo,communityEventOrOrg
2022-10-17,E08000035,E05012842,35-39,photo,leeds2023Event
2022-10-17,E08000035,E05012842,40-44,photo,leeds2023Event
2022-10-17,E08000035,E05012842,under16,photo,leeds2023Event
2022-10-17,E08000035,E05013830,under16,photo,leeds2023Event
2022-10-17,E08000036,E05001446,30-34,photo,media
2022-10-17,E08000036,E05001446,under16,photo,leeds2023Event
2022-10-17,E08000036,E05001446,under16,photo,leeds2023Event
2022-10-17,E08000036,E05001454,under16,photo,leeds2023Event
2022-10-17,E08000036,E05001454,under16,photo,leeds2023Event
2022-10-17,E08000036,E05001460,under16,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,30-34,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-17,UNKNOWN,UNKNOWN,30-34,photo,leeds2023Event
2022-10-18,E06000014,E05010320,50-54,media,workplace
2022-10-18,E08000035,E05011385,30-34,photo,media
2022-10-18,E08000035,E05011385,35-39,photo,media
2022-10-18,E08000035,E05011390,40-44,photo,other
2022-10-18,E08000035,E05011390,60-64,photo,leeds2023SocialMedia
2022-10-18,E08000035,E05011390,under16,photo,other
2022-10-18,E08000035,E05011394,25-29,photo,workplace
2022-10-18,E08000035,E05011397,55-59,photo,leeds2023SocialMedia
2022-10-18,E08000035,E05011402,35-39,photo,leeds2023Event
2022-10-18,E08000035,E05011547,40-44,photo,other
2022-10-18,E08000035,E05012648,under16,photo,other
2022-10-18,E08000035,E05012841,25-29,photo,leeds2023Website
2022-10-18,NOT_PROVIDED,NOT_PROVIDED,16-19,media,throughCollegeOrUniversity
2022-10-18,UNKNOWN,UNKNOWN,20-24,photo,recommendedByFriendOrFamily
2022-10-19,E07000165,E05011323,50-54,photo,leeds2023SocialMedia
2022-10-19,E08000035,E05011405,under16,photo,leeds2023Website
2022-10-19,E08000035,E05011414,under16,photo,other
2022-10-19,E08000035,E05011414,under16,photo,other
2022-10-19,E08000035,E05012842,30-34,photo,media
2022-10-19,E08000035,E05012842,40-44,photo,advertising
2022-10-20,E08000035,E05011385,under16,photo,leeds2023Event
2022-10-20,E08000035,E05011391,35-39,photo,leeds2023Event
2022-10-20,E08000035,E05011391,under16,photo,recommendedByFriendOrFamily
2022-10-20,E08000035,E05011394,20-24,media,leeds2023Event
2022-10-20,E08000035,E05011397,45-49,media,media
2022-10-20,E08000035,E05011413,50-54,photo,workplace
2022-10-20,E08000035,E05013831,20-24,photo,leeds2023Event
2022-10-20,E08000035,E05013831,20-24,photo,other
2022-10-20,E08000035,E05013831,20-24,photo,other
2022-10-20,NOT_PROVIDED,NOT_PROVIDED,20-24,photo,other
2022-10-21,E07000130,E05005433,30-34,photo,throughCulturalOrArtsOrg
2022-10-21,E08000032,E05001343,16-19,photo,advertising
2022-10-21,E08000035,E05011385,40-44,photo,workplace
2022-10-21,E08000035,E05011385,50-54,photo,workplace
2022-10-21,E08000035,E05011389,35-39,photo,communityEventOrOrg
2022-10-21,E08000035,E05011390,45-49,photo,leeds2023SocialMedia
2022-10-21,E08000035,E05011396,under16,photo,throughSchool
2022-10-21,E08000035,E05011402,35-39,photo,throughCollegeOrUniversity
2022-10-21,E08000035,E05011403,20-24,photo,workplace
2022-10-21,E08000035,E05011411,55-59,photo,other
2022-10-21,E08000035,E05011413,45-49,photo,leeds2023SocialMedia
2022-10-21,E08000035,E05013830,55-59,photo,media
2022-10-22,E08000034,E05001408,unspecified,photo,other
2022-10-22,E08000035,E05011405,under16,photo,leeds2023SocialMedia
2022-10-22,E08000035,E05011413,25-29,photo,media
2022-10-22,E08000035,E05012841,60-64,photo,leeds2023Website
2022-10-23,E08000035,E05011396,50-54,photo,leeds2023SocialMedia
2022-10-23,E08000035,E05011411,35-39,photo,other
2022-10-23,E08000035,E05011547,50-54,photo,media
2022-10-23,E08000035,E05013831,45-49,photo,throughCulturalOrArtsOrg
2022-10-23,E08000035,E05013831,50-54,photo,throughCollegeOrUniversity
2022-10-23,E08000035,E05013831,70-74,photo,leeds2023Website
2022-10-23,E09000012,E05009373,25-29,media,recommendedByFriendOrFamily
2022-10-24,E06000013,E05001739,50-54,photo,leeds2023Website
2022-10-24,E08000016,E05000991,under16,photo,leeds2023Event
2022-10-24,E08000019,E05010873,25-29,photo,leeds2023Event
2022-10-24,E08000019,E05010873,25-29,photo,leeds2023Event
2022-10-24,E08000032,E05001342,65-69,photo,advertising
2022-10-24,E08000032,E05001347,35-39,photo,leeds2023Event
2022-10-24,E08000032,E05001347,unspecified,photo,leeds2023Event
2022-10-24,E08000032,E05001354,55-59,photo,throughCulturalOrArtsOrg
2022-10-24,E08000032,E05001355,40-44,photo,leeds2023Event
2022-10-24,E08000032,E05001355,unspecified,photo,leeds2023Event
2022-10-24,E08000034,E05001389,55-59,photo,leeds2023Website
2022-10-24,E08000034,E05001389,over85,photo,recommendedByFriendOrFamily
2022-10-24,E08000035,E05011388,35-39,photo,leeds2023Event
2022-10-24,E08000035,E05011388,40-44,photo,recommendedByFriendOrFamily
2022-10-24,E08000035,E05011388,under16,photo,leeds2023Event
2022-10-24,E08000035,E05011388,under16,photo,leeds2023Event
2022-10-24,E08000035,E05011389,35-39,media,recommendedByFriendOrFamily
2022-10-24,E08000035,E05011397,16-19,photo,throughCollegeOrUniversity
2022-10-24,E08000035,E05011397,20-24,photo,leeds2023Event
2022-10-24,E08000035,E05011397,20-24,photo,workplace
2022-10-24,E08000035,E05011397,40-44,photo,leeds2023Event
2022-10-24,E08000035,E05011397,60-64,photo,media
2022-10-24,E08000035,E05011397,under16,photo,leeds2023Event
2022-10-24,E08000035,E05011397,under16,photo,leeds2023Event
2022-10-24,E08000035,E05011397,under16,photo,leeds2023Event
2022-10-24,E08000035,E05011400,35-39,photo,media
2022-10-24,E08000035,E05011402,65-69,photo,leeds2023Event
2022-10-24,E08000035,E05011403,35-39,photo,workplace
2022-10-24,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-10-24,E08000035,E05011411,unspecified,photo,leeds2023Event
2022-10-24,E08000035,E05011413,30-34,photo,leeds2023Event
2022-10-24,E08000035,E05011547,50-54,photo,leeds2023SocialMedia
2022-10-24,E08000035,E05011547,50-54,photo,leeds2023SocialMedia
2022-10-24,E08000035,E05012841,45-49,photo,leeds2023Event
2022-10-24,E08000035,E05012841,under16,photo,recommendedByFriendOrFamily
2022-10-24,UNKNOWN,UNKNOWN,under16,photo,leeds2023Event
2022-10-24,UNKNOWN,UNKNOWN,under16,photo,leeds2023Event
2022-10-25,E06000038,E05013874,30-34,photo,recommendedByFriendOrFamily
2022-10-25,E07000121,E05009610,20-24,photo,throughCulturalOrArtsOrg
2022-10-25,E08000035,E05011397,20-24,media,other
2022-10-25,E08000035,E05011400,65-69,photo,communityEventOrOrg
2022-10-25,E08000035,E05011405,55-59,photo,throughCulturalOrArtsOrg
2022-10-25,E08000035,E05011409,25-29,photo,leeds2023SocialMedia
2022-10-25,E08000035,E05012842,40-44,photo,advertising
2022-10-25,E08000036,E05001460,30-34,photo,throughCollegeOrUniversity
2022-10-26,E07000165,E05011317,under16,photo,leeds2023Website
2022-10-26,E07000165,E05011317,under16,photo,leeds2023Website
2022-10-26,E07000169,E05010059,25-29,photo,other
2022-10-26,E08000003,E05011361,25-29,photo,recommendedByFriendOrFamily
2022-10-26,E08000012,E05000895,25-29,photo,throughCulturalOrArtsOrg
2022-10-26,E08000032,E05001354,60-64,photo,other
2022-10-26,E08000032,E05001354,65-69,photo,recommendedByFriendOrFamily
2022-10-26,E08000034,E05001392,under16,photo,leeds2023Event
2022-10-26,E08000035,E05011387,55-59,photo,throughCulturalOrArtsOrg
2022-10-26,E08000035,E05011389,40-44,photo,leeds2023Event
2022-10-26,E08000035,E05011394,35-39,photo,throughCulturalOrArtsOrg
2022-10-26,E08000035,E05011397,45-49,photo,leeds2023Event
2022-10-26,E08000035,E05011397,60-64,photo,media
2022-10-26,E08000035,E05011402,25-29,photo,leeds2023SocialMedia
2022-10-26,E08000035,E05011402,65-69,photo,leeds2023SocialMedia
2022-10-26,E08000035,E05011405,under16,photo,communityEventOrOrg
2022-10-26,E08000035,E05011410,under16,photo,leeds2023Event
2022-10-26,E08000035,E05011410,under16,photo,leeds2023Event
2022-10-26,E08000035,E05011411,60-64,photo,leeds2023Website
2022-10-26,E08000035,E05011547,55-59,photo,leeds2023SocialMedia
2022-10-26,E08000035,E05012647,30-34,media,leeds2023SocialMedia
2022-10-26,E08000035,E05012841,35-39,photo,leeds2023SocialMedia
2022-10-26,E08000035,E05012841,60-64,photo,throughCulturalOrArtsOrg
2022-10-26,E08000035,E05013831,under16,photo,leeds2023Event
2022-10-26,E08000036,E05001463,55-59,photo,throughCulturalOrArtsOrg
2022-10-26,E09000022,E05014102,30-34,media,workplace
2022-10-27,E06000054,E05013408,55-59,photo,throughCulturalOrArtsOrg
2022-10-27,E07000138,E05010789,16-19,photo,media
2022-10-27,E08000032,E05001341,30-34,media,recommendedByFriendOrFamily
2022-10-27,E08000034,E05001391,16-19,photo,leeds2023SocialMedia
2022-10-27,E08000035,E05011389,50-54,photo,media
2022-10-27,E08000035,E05011390,65-69,photo,communityEventOrOrg
2022-10-27,E08000035,E05011399,30-34,photo,communityEventOrOrg
2022-10-27,E08000035,E05011402,45-49,photo,workplace
2022-10-27,E08000035,E05011407,40-44,photo,advertising
2022-10-27,E08000035,E05011407,45-49,photo,leeds2023Event
2022-10-27,E08000035,E05011407,under16,photo,advertising
2022-10-27,E08000035,E05011410,25-29,photo,other
2022-10-27,E08000035,E05011547,35-39,photo,leeds2023Website
2022-10-27,E08000035,E05011547,under16,photo,leeds2023Event
2022-10-27,E08000035,E05012648,60-64,media,leeds2023SocialMedia
2022-10-27,E08000035,E05012841,40-44,photo,leeds2023SocialMedia
2022-10-28,E08000017,E05010748,40-44,photo,recommendedByFriendOrFamily
2022-10-28,E08000034,E05008561,45-49,photo,throughCulturalOrArtsOrg
2022-10-28,E08000035,E05011385,25-29,photo,communityEventOrOrg
2022-10-28,E08000035,E05011385,25-29,photo,media
2022-10-28,E08000035,E05011385,60-64,photo,leeds2023SocialMedia
2022-10-28,E08000035,E05011389,40-44,photo,recommendedByFriendOrFamily
2022-10-28,E08000035,E05011389,under16,photo,media
2022-10-28,E08000035,E05011396,under16,photo,leeds2023Event
2022-10-28,E08000035,E05011403,30-34,photo,workplace
2022-10-28,E08000035,E05011406,30-34,media,media
2022-10-28,E08000035,E05011547,40-44,media,workplace
2022-10-28,E08000035,E05011547,under16,photo,media
2022-10-28,E08000035,E05011549,35-39,photo,other
2022-10-28,E08000035,E05013831,55-59,photo,other
2022-10-29,E06000014,E05010325,50-54,photo,leeds2023Website
2022-10-29,E07000165,E05011310,50-54,photo,throughCulturalOrArtsOrg
2022-10-29,E08000017,E05010739,70-74,photo,other
2022-10-29,E08000035,E05011389,25-29,photo,advertising
2022-10-29,E08000035,E05011401,45-49,photo,advertising
2022-10-29,E08000035,E05011405,55-59,photo,throughCulturalOrArtsOrg
2022-10-29,E08000035,E05011413,25-29,photo,leeds2023SocialMedia
2022-10-29,E08000035,E05012841,under16,media,throughSchool
2022-10-29,E09000027,E05013776,30-34,photo,recommendedByFriendOrFamily
2022-10-29,E09000032,E05014027,25-29,media,recommendedByFriendOrFamily
2022-10-30,E07000032,E05003284,70-74,photo,recommendedByFriendOrFamily
2022-10-30,E07000032,E05003284,70-74,photo,recommendedByFriendOrFamily
2022-10-30,E08000023,E05001139,40-44,photo,throughCollegeOrUniversity
2022-10-30,E08000023,E05001151,45-49,photo,throughCollegeOrUniversity
2022-10-30,E08000035,E05011390,35-39,photo,advertising
2022-10-30,E08000035,E05011397,25-29,photo,other
2022-10-30,E08000035,E05011401,40-44,photo,leeds2023Website
2022-10-30,E08000035,E05011403,20-24,photo,throughCollegeOrUniversity
2022-10-30,E08000035,E05011405,40-44,photo,recommendedByFriendOrFamily
2022-10-30,E08000035,E05011413,25-29,photo,throughCulturalOrArtsOrg
2022-10-30,E08000035,E05012841,30-34,photo,leeds2023SocialMedia
2022-10-30,E08000035,E05012841,under16,photo,recommendedByFriendOrFamily
2022-10-30,E08000035,E05012842,50-54,photo,leeds2023Event
2022-10-31,E06000010,E05011533,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011534,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011535,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011535,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011535,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011536,under16,photo,leeds2023Event
